year,naics_4,dmarkup
2007,332321,-.016543508
2008,332321,-.038284898
2009,332321,.0086762905
2010,332321,-.03036654
2011,332321,.011631131
2012,332321,.015489221
2013,332321,.0092899799
2014,332321,.021342039
2015,332321,.026848316
2001,332410,-.070942163
2002,332410,-.018941164
2003,332410,.0032212734
2004,332410,.08784914
2005,332410,-.062821031
2006,332410,.0014932156
2007,332410,-.00082147121
2008,332410,.079357624
2009,332410,.052860618
2010,332410,-.048323154
2011,332410,-.0020185709
2012,332410,-.016232729
2013,332410,-.026047587
2014,332410,-.0032560825
2015,332410,-.012624264
2001,332431,-.025078893
2002,332431,.018865585
2003,332431,-.0015041828
2004,332431,.012462378
2005,332431,-.0092674494
2006,332431,-.012316227
2007,332431,.013971567
2008,332431,.0072818995
2009,332431,.0097184181
2010,332431,.0073333979
2011,332431,-.0022301674
2012,332431,-.0035188198
2013,332431,.0051487684
2014,332431,.0042988062
2015,332431,.017787218
2001,332613,-.036411285
2002,332613,-.012972593
2003,332613,.06055522
2004,332613,-.034202695
2005,332613,.031320333
2006,332613,.011805773
2007,332613,.05797267
2008,332613,.001095891
2009,332613,-.0468539
2010,332613,.017655253
2011,332613,-.048133135
2012,332613,.0041196346
2013,332613,-.000022053719
2014,332613,.068240643
2015,332613,.014814496
2001,332912,-.011917949
2002,332912,-.072812915
2003,332912,.061310172
2004,332912,.021705389
2005,332912,.014152169
2006,332912,.0070095062
2007,332912,.013677955
2008,332912,.0047341585
2009,332912,-.01708889
2010,332912,.019412637
2011,332912,.016896844
2012,332912,-.0038752556
2013,332912,-.012869716
2014,332912,.023080826
2015,332912,.010361314
2001,332913,-.043042183
2002,332913,.028115034
2003,332913,-.018606901
2004,332913,-.00054478645
2005,332913,-.047629595
2006,332913,-.018373251
2007,332913,-.0030571222
2008,332913,-.042504787
2009,332913,.031006932
2010,332913,-.023773313
2011,332913,-.0025098324
2012,332913,.0076465607
2013,332913,.03769207
2014,332913,.0060501099
2015,332913,.057701707
2001,332919,-.030806184
2002,332919,.007448554
2003,332919,-.016244888
2004,332919,.0435853
2005,332919,-.018273473
2006,332919,-.0034903288
2007,332919,-.026509523
2008,332919,.0014978647
2009,332919,.065863132
2010,332919,.017516255
2011,332919,-.0058323145
2012,332919,-.013668418
2013,332919,-.0026028156
2014,332919,-.0033166409
2015,332919,.058553219
2001,332991,-.023707628
2002,332991,-.0042691231
2003,332991,-.027599692
2004,332991,.018221498
2005,332991,.0030889511
2006,332991,.010266662
2007,332991,.011201143
2008,332991,-.0038797855
2009,332991,-.036358953
2010,332991,.099299669
2011,332991,.0055291653
2012,332991,-.013157487
2013,332991,-.018877625
2014,332991,.020719528
2015,332991,-.019723773
2001,332993,.011142492
2002,332993,.011135101
2003,332993,-.016450763
2004,332993,-.023180485
2005,332993,-.0053941011
2006,332993,.00083887577
2007,332993,.013954043
2008,332993,.017465234
2009,332993,.0065586567
2010,332993,-.010718107
2011,332993,.0097484589
2012,332993,.0071338415
2013,332993,.038825274
2014,332993,-.03079772
2015,332993,-.022625327
2001,333111,-.019426107
2002,333111,-.014966726
2003,333111,-.0047259331
2004,333111,.018216491
2005,333111,-.0016483068
2006,333111,.031646729
2007,333111,.010335326
2008,333111,-.015792847
2009,333111,-.010545969
2010,333111,.033984303
2011,333111,-.01353395
2012,333111,-.026906133
2013,333111,.024978161
2014,333111,-.013746619
2015,333111,-.0034023523
2001,333120,-.0096861124
2002,333120,.0024803877
2003,333120,-.013760328
2004,333120,-.020031214
2005,333120,.0090330839
2006,333120,.033913136
2007,333120,-.0033925772
2008,333120,-.064706683
2009,333120,.037496448
2010,333120,.038361907
2011,333120,.0002695322
2012,333120,.012329817
2013,333120,-.0031379461
2014,333120,.026670933
2015,333120,.019030809
2001,333131,-.067103148
2002,333131,.059399486
2003,333131,.030653358
2004,333131,.031537652
2005,333131,.042157292
2006,333131,.037788749
2007,333131,.010319591
2008,333131,-.015145183
2009,333131,.028270841
2010,333131,.0060095787
2011,333131,.072775602
2012,333131,.0088171959
2013,333131,-.03491962
2014,333131,-.039804339
2015,333131,-.046730042
2001,333132,.031058669
2002,333132,-.011987686
2003,333132,-.016492367
2004,333132,.023462892
2005,333132,-.012395859
2006,333132,.059847116
2007,333132,.011125565
2008,333132,.0031280518
2009,333132,.0027890205
2010,333132,.017178297
2011,333132,-.022833586
2012,333132,-.025122762
2013,333132,-.007271409
2014,333132,.034775257
2015,333132,-.025362492
2001,333413,-.028481841
2002,333413,.0002938509
2003,333413,.014122128
2004,333413,.0069639683
2005,333413,-.0063263178
2006,333413,-.0035287142
2007,333413,-.0023456812
2008,333413,.042064667
2009,333413,.0016312599
2010,333413,.035868287
2011,333413,.016083479
2012,333413,.0027396679
2013,333413,-.015817285
2014,333413,.019516349
2015,333413,-.0083618164
2001,333415,-.036229849
2002,333415,-.0059543848
2003,333415,-.0038759708
2004,333415,-.0040416718
2005,333415,.00045239925
2006,333415,.0036072731
2007,333415,.012597442
2008,333415,-.0022993088
2009,333415,.007289052
2010,333415,.014299512
2011,333415,-.010424852
2012,333415,.0056266785
2013,333415,.012928009
2014,333415,-.007683754
2015,333415,.016022921
2001,333514,-.038006425
2002,333514,.021314144
2003,333514,-.04139328
2004,333514,-.04215014
2005,333514,-.059217453
2006,333514,-.047988653
2007,333514,.00043118
2008,333514,-.049883366
2009,333514,-.030726075
2010,333514,.099521875
2011,333514,.010335565
2012,333514,.043690562
2013,333514,.0045782328
2014,333514,-.07477057
2015,333514,-.0018699169
2001,333517,-.096573591
2002,333517,-.031738281
2003,333517,.0005273819
2004,333517,-.0071521997
2005,333517,.014212132
2006,333517,.033649564
2007,333517,-.015866637
2008,333517,-.0188241
2009,333517,-.08901751
2010,333517,.087513328
2011,333517,.063172698
2012,333517,-.00908041
2013,333517,-.0722574
2014,333517,-.0026882887
2015,333517,-.024878263
2001,333618,-.035055161
2002,333618,-.0058230162
2003,333618,-.010634303
2004,333618,.035776019
2005,333618,-.0004901886
2006,333618,-.0035279989
2007,333618,-.036571741
2008,333618,.0023521185
2009,333618,-.0042604208
2010,333618,.059400558
2011,333618,.017433524
2012,333618,.011418104
2013,333618,-.0052955151
2014,333618,.0021944046
2015,333618,.013415933
2001,333914,-.021398306
2002,333914,-.011869669
2003,333914,.014065623
2004,333914,.03943634
2005,333914,.012630343
2006,333914,.019699335
2007,333914,.010604978
2008,333914,-.067109466
2009,333914,.013796687
2010,333914,.015348911
2011,333914,.078964114
2012,333914,.011618018
2013,333914,-.0022197962
2014,333914,.016303658
2015,333914,-.00059783459
2001,333923,-.0054228306
2002,333923,-.026572585
2003,333923,-.011806846
2004,333923,-.013184309
2005,333923,.011923909
2006,333923,.046689034
2007,333923,.023485661
2008,333923,-.0095591545
2009,333923,-.071237803
2010,333923,.050052166
2011,333923,.000042557716
2012,333923,.039218068
2013,333923,.021625042
2014,333923,-.0059328079
2015,333923,-.0076729059
2001,333991,-.033839941
2002,333991,-.022191644
2003,333991,.038678288
2004,333991,.023750067
2005,333991,-.018524647
2006,333991,.0035226345
2007,333991,.015397668
2008,333991,-.025931954
2009,333991,.018808842
2010,333991,.018304706
2011,333991,-.0078175068
2012,333991,-.020771146
2013,333991,-.015627146
2014,333991,.015257835
2015,333991,-.0049974918
2001,333992,-.048007488
2002,333992,.0043270588
2003,333992,-.074907064
2004,333992,-.008800745
2005,333992,-.015164495
2006,333992,.02810657
2007,333992,.011972904
2008,333992,.012556314
2009,333992,-.023414493
2010,333992,.0085955858
2011,333992,-.013670325
2012,333992,.02380991
2013,333992,.044480562
2014,333992,.021244049
2015,333992,-.0019648075
2001,334412,-.023940206
2002,334412,-.024585366
2003,334412,.0099582672
2004,334412,.006618619
2005,334412,-.0058875084
2006,334412,-.00086271763
2007,334412,.0046885014
2008,334412,.0089492798
2009,334412,-.0049394369
2010,334412,.023137093
2011,334412,-.0044436455
2012,334412,-.015749812
2013,334412,-.0026228428
2014,334412,.0029989481
2015,334412,.01118803
2001,334418,.017929792
2002,334418,.04737258
2003,334418,.081152439
2004,334418,.016995788
2005,334418,.0025918484
2006,334418,.036621451
2007,334418,-.086701512
2008,334418,-.014940262
2009,334418,-.047733784
2010,334418,.034528613
2011,334418,-.026607752
2012,334418,-.072414875
2013,334418,.03742516
2014,334418,.045549273
2015,334418,.045574784
2001,334511,-.078559041
2002,334511,-.0045313835
2003,334511,-.040299654
2004,334511,.015546203
2005,334511,.016147614
2006,334511,.034251213
2007,334511,.029069781
2008,334511,-.0032132864
2009,334511,-.0091583729
2010,334511,.017233849
2011,334511,.036525965
2012,334511,.013276696
2013,334511,.0022594929
2014,334511,.036984801
2015,334511,.00066947937
2001,334513,-.036425114
2002,334513,-.033479452
2003,334513,.014727592
2004,334513,.018315792
2005,334513,.0089071989
2006,334513,.0011030436
2007,334513,.0020712614
2008,334513,.0094015598
2009,334513,.0069075823
2010,334513,.092299938
2011,334513,-.026859403
2012,334513,.017583609
2013,334513,.030837655
2014,334513,.038383603
2015,334513,.006675601
2001,334516,-.064800739
2002,334516,.038424492
2003,334516,-.059374809
2004,334516,.026595592
2005,334516,.06709826
2006,334516,.026825786
2007,334516,-.0074162483
2008,334516,.040986538
2009,334516,.020972967
2010,334516,.038297176
2011,334516,.039179802
2012,334516,.04077363
2013,334516,.012839079
2014,334516,.08323431
2015,334516,-.043144226
2001,334519,-.099505305
2002,334519,.02194643
2003,334519,.050310373
2004,334519,.040755153
2005,334519,.015846848
2006,334519,-.034788966
2007,334519,.036703587
2008,334519,.02149725
2009,334519,-.053363204
2010,334519,.099743605
2011,334519,.031079173
2012,334519,-.00092673302
2013,334519,.0048730373
2014,334519,.024582624
2015,334519,-.040780783
2001,335122,.00087070465
2002,335122,-.04220438
2003,335122,.020303607
2004,335122,-.005079031
2005,335122,-.04914391
2006,335122,.037355542
2007,335122,.017401934
2008,335122,-.055302382
2009,335122,-.02266109
2010,335122,.03226912
2011,335122,-.0088711977
2012,335122,.0150069
2013,335122,-.021807909
2014,335122,-.0039566755
2015,335122,.038375378
2001,335220,-.019256115
2002,335220,.04643631
2003,335220,-.013894439
2004,335220,-.023819804
2005,335220,.04191494
2006,335220,.0089331865
2007,335220,.014913678
2008,335220,-.010995984
2009,335220,.067958117
2010,335220,.075341225
2011,335220,-.0067635775
2012,335220,.09281075
2013,335220,.055965781
2014,335220,.0094807148
2015,335220,.088335395
2001,335312,.024650097
2002,335312,-.0076739788
2003,335312,.0035815239
2004,335312,.011280894
2005,335312,-.0034677982
2006,335312,.00014042854
2007,335312,.01453054
2008,335312,.0017938614
2009,335312,.055166245
2010,335312,-.01617372
2011,335312,-.024155259
2012,335312,-.020192623
2013,335312,.046467304
2014,335312,-.007409811
2015,335312,.0043398142
2001,335313,-.074121118
2002,335313,.06978035
2003,335313,.0019019842
2004,335313,-.015675187
2005,335313,.020357609
2006,335313,.047574043
2007,335313,.046776056
2008,335313,.0093564987
2009,335313,-.0366925
2010,335313,.031952024
2011,335313,.0011718273
2012,335313,-.016256094
2013,335313,.0096541643
2014,335313,-.0084427595
2015,335313,.01689899
2001,335314,-.029443979
2002,335314,.023836255
2003,335314,.0012751818
2004,335314,.02080965
2005,335314,.012682676
2006,335314,-.0030590296
2007,335314,.029022694
2008,335314,-.016664386
2009,335314,-.035616755
2010,335314,.061717629
2011,335314,-.0051856041
2012,335314,.0066372156
2013,335314,.014047027
2014,335314,.010622025
2015,335314,.023829699
2001,335911,-.038776636
2002,335911,.0045566559
2003,335911,-.0091267824
2004,335911,-.060484529
2005,335911,-.019781709
2006,335911,.0084824562
2007,335911,-.027965665
2008,335911,.02873075
2009,335911,.026624441
2010,335911,.0035991669
2011,335911,-.037129641
2012,335911,.0001553297
2013,335911,.0050271749
2014,335911,.090914845
2015,335911,.021050692
2001,335921,-.0097068548
2002,335921,-.064530253
2003,335921,.0012248755
2004,335921,.045744538
2005,335921,.034710407
2006,335921,.0091013908
2007,335921,.050380468
2008,335921,-.034550309
2009,335921,.036873341
2010,335921,.061041355
2011,335921,.0068315268
2012,335921,.034290671
2013,335921,-.077090502
2014,335921,-.0061802864
2015,335921,-.09120357
2001,335931,.047992945
2002,335931,.030878901
2003,335931,.0086094141
2004,335931,.020019174
2005,335931,.0069149733
2006,335931,-.0086433887
2007,335931,.028752327
2008,335931,.0092405081
2009,335931,.0059484243
2010,335931,.031681538
2011,335931,-.0063997507
2012,335931,.030857801
2013,335931,.0098133087
2014,335931,-.0073837042
2015,335931,-.001081109
2001,336111,.016811728
2002,336111,.024113178
2003,336111,-.0053651333
2004,336111,-.019997835
2005,336111,-.021246791
2006,336111,-.0049190521
2007,336111,.012843132
2008,336111,-.0582515
2009,336111,-.023521662
2010,336111,.034998655
2011,336111,-.015222549
2012,336111,.0099000931
2013,336111,.021080732
2014,336111,.00068855286
2015,336111,.012355089
2001,336120,-.034694552
2002,336120,.018725276
2003,336120,-.012419105
2004,336120,.036360264
2005,336120,-.0076284409
2006,336120,.020821929
2007,336120,-.0024440289
2008,336120,-.014855742
2009,336120,-.048695922
2010,336120,.080722094
2011,336120,-.015320539
2012,336120,-.037587404
2013,336120,.01193285
2014,336120,-.0029414892
2015,336120,.019703746
2001,336211,-.0413481
2002,336211,.016602516
2003,336211,.015384793
2004,336211,-.032477736
2005,336211,.020645261
2006,336211,.0016578436
2007,336211,.0089490414
2008,336211,-.01897943
2009,336211,-.012114882
2010,336211,.016753316
2011,336211,.0012398958
2012,336211,-.015788674
2013,336211,.017340541
2014,336211,-.0064946413
2015,336211,.0020382404
2001,336212,-.096907973
2002,336212,.057243705
2003,336212,.02485323
2004,336212,.035634875
2005,336212,-.015522122
2006,336212,-.036221147
2007,336212,.0035518408
2008,336212,-.057718515
2009,336212,-.068766773
2010,336212,.086044252
2011,336212,.0066672564
2012,336212,.059954405
2013,336212,.025466681
2014,336212,-.010377169
2015,336212,.037498593
2001,336214,-.018167019
2002,336214,.015879512
2003,336214,.0089246035
2004,336214,.005030632
2005,336214,-.0053793192
2006,336214,.0061199665
2007,336214,-.016583085
2008,336214,-.012479663
2009,336214,-.046935678
2010,336214,.054974556
2011,336214,-.0086722374
2012,336214,-.0059316158
2013,336214,.020190358
2014,336214,.0034142733
2015,336214,.0078241825
2001,336310,-.045435309
2002,336310,.025093436
2003,336310,.0030071735
2004,336310,-.0081663132
2005,336310,-.019500017
2006,336310,.0090488195
2007,336310,-.0029628277
2008,336310,-.016110539
2009,336310,-.0080163479
2010,336310,.026501656
2011,336310,-.010128736
2012,336310,-.0058794022
2013,336310,.0092613697
2014,336310,.0019669533
2015,336310,.00067806244
2001,336320,-.040361762
2002,336320,.0097626448
2003,336320,-.022179842
2004,336320,-.0012072325
2005,336320,-.030828476
2006,336320,-.013740301
2007,336320,.016174078
2008,336320,.022791505
2009,336320,.016718149
2010,336320,.070308447
2011,336320,.017198324
2012,336320,.00728333
2013,336320,.0087746382
2014,336320,.016592026
2015,336320,.035224438
2001,336330,-.031402707
2002,336330,-.05084765
2003,336330,-.010388255
2004,336330,-.02126956
2005,336330,-.01642549
2006,336330,-.0033636093
2007,336330,.0075269938
2008,336330,.018785834
2009,336330,-.021388769
2010,336330,.049382448
2011,336330,-.022735834
2012,336330,.0048004389
2013,336330,.0023578405
2014,336330,.022796035
2015,336330,.0036312342
2001,336370,-.04962182
2002,336370,.00016260147
2003,336370,-.0061944723
2004,336370,-.019787312
2005,336370,-.0077602863
2006,336370,.0084438324
2007,336370,.0086801052
2008,336370,.0014637709
2009,336370,-.083409071
2010,336370,.056445599
2011,336370,-.016022086
2012,336370,.0019139051
2013,336370,.018712044
2014,336370,-.012000561
2015,336370,-.011617303
2001,336390,-.026137948
2002,336390,.019014955
2003,336390,-.00082480907
2004,336390,-.032737255
2005,336390,-.019199252
2006,336390,-.0099838972
2007,336390,.0049401522
2008,336390,-.012214541
2009,336390,.002712965
2010,336390,.037147999
2011,336390,-.017187238
2012,336390,.0023866892
2013,336390,.0080080032
2014,336390,.011162639
2015,336390,.012025237
2001,336411,.018393278
2002,336411,-.0083273649
2003,336411,-.047845721
2004,336411,.016706109
2005,336411,.017527223
2006,336411,.013144612
2007,336411,.011763692
2008,336411,-.010784984
2009,336411,-.016531944
2010,336411,.02107203
2011,336411,-.0022205114
2012,336411,-.021321058
2013,336411,-.0050309896
2014,336411,-.001047492
2015,336411,-.011132956
2001,336412,.0048753023
2002,336412,.004411459
2003,336412,-.015377879
2004,336412,.0041308403
2005,336412,-.0032169819
2006,336412,-.0067241192
2007,336412,.0042994022
2008,336412,.0077211857
2009,336412,-.0044426918
2010,336412,.020305276
2011,336412,-.0065962076
2012,336412,.001175046
2013,336412,.01499486
2014,336412,.010648131
2015,336412,.023967862
2001,336413,-.054416299
2002,336413,.011055827
2003,336413,-.023901582
2004,336413,-.017404199
2005,336413,.022738338
2006,336413,.0083271265
2007,336413,.016480446
2008,336413,.016188622
2009,336413,.013366103
2010,336413,-.0088295937
2011,336413,-.0080429316
2012,336413,.012348413
2013,336413,.032247066
2014,336413,.021328807
2015,336413,-.0043329
2001,336510,-.0057039261
2002,336510,-.076114774
2003,336510,.08717525
2004,336510,-.048526525
2005,336510,-.0043041706
2006,336510,.045039058
2007,336510,-.0037711859
2008,336510,.0032769442
2009,336510,.023626566
2010,336510,.073412061
2011,336510,-.053656578
2012,336510,-.0006057024
2013,336510,.018776298
2014,336510,-.0018395185
2015,336510,.0042486191
2001,336999,-.047606468
2002,336999,-.0026665926
2003,336999,.0029531717
2004,336999,.0062507391
2005,336999,-.012101054
2006,336999,.011670709
2007,336999,.0040280819
2008,336999,-.0052179098
2009,336999,.049670577
2010,336999,.02925539
2011,336999,.0056091547
2012,336999,.011608481
2013,336999,.019779444
2014,336999,.00022399426
2015,336999,-.011450529
2001,337214,-.024029136
2002,337214,-.0098919868
2003,337214,-.020142674
2004,337214,-.019120336
2005,337214,.010642767
2006,337214,-.018775582
2007,337214,.020735264
2008,337214,-.027885199
2009,337214,.017832994
2010,337214,-.0069509745
2011,337214,-.021989346
2012,337214,.0020555258
2013,337214,.0098164082
2014,337214,.019143462
2015,337214,.035470724
2001,339930,.01106596
2002,339930,.038628101
2003,339930,-.023030043
2004,339930,-.046899438
2005,339930,-.015149236
2006,339930,-.060753226
2007,339930,-.011282802
2008,339930,-.0085129738
2009,339930,.010580659
2010,339930,-.062129259
2011,339930,-.089422345
2012,339930,.074139833
2013,339930,.08486867
2014,339930,.040260077
2015,339930,.068583608
2001,423120,-.0043882132
2002,423120,-.00071799755
2003,423120,.0045880079
2004,423120,.00055551529
2005,423120,.007647872
2006,423120,-.010329723
2007,423120,-.050520658
2008,423120,.001521945
2009,423120,.0033075809
2010,423120,-.015174866
2011,423120,-.00016951561
2012,423120,-.035710573
2013,423120,.018356442
2014,423120,.035706162
2015,423120,-.00085520744
2001,423310,.0016694069
2002,423310,-.035526872
2003,423310,.0079364777
2004,423310,-.0061019659
2005,423310,-.0032826662
2006,423310,.0086240768
2007,423310,.0067228079
2008,423310,-.0023748875
2009,423310,-.00013387203
2010,423310,-.010055304
2011,423310,-.0025070906
2012,423310,.03461647
2013,423310,.00093591213
2014,423310,.020750284
2015,423310,-.013088465
2001,423330,.0098712444
2002,423330,.0064684153
2003,423330,.0057644844
2004,423330,-.0094833374
2005,423330,-.014356494
2006,423330,.014033794
2007,423330,-.031682968
2008,423330,.012906551
2009,423330,.002010107
2010,423330,-.020922899
2011,423330,.017551303
2012,423330,.021557093
2013,423330,-.0088080168
2014,423330,-.017618656
2015,423330,.017868996
2001,423430,.0046516657
2002,423430,.0013731718
2003,423430,.0040146112
2004,423430,-.0052521229
2005,423430,-.00011372566
2006,423430,.0018957853
2007,423430,-.0093719959
2008,423430,.011661172
2009,423430,-.00038218498
2010,423430,.00011217594
2011,423430,.001021862
2012,423430,.0014513731
2013,423430,.0057783127
2014,423430,-.004168272
2015,423430,.0061098337
2001,423450,.0045272112
2002,423450,.014437556
2003,423450,.0046774149
2004,423450,.0088708401
2005,423450,.0086137056
2006,423450,.0021778345
2007,423450,-.016032338
2008,423450,-.0018471479
2009,423450,.014724612
2010,423450,.0022866726
2011,423450,-.0014725924
2012,423450,-.012112975
2013,423450,-.000085234642
2014,423450,-.0014965534
2015,423450,-.01006043
2001,423510,.017943382
2002,423510,-.024488568
2003,423510,-.015356541
2004,423510,.010617256
2005,423510,-.039709687
2006,423510,-.0094923973
2007,423510,.0026673079
2008,423510,-.020535946
2009,423510,-.029178977
2010,423510,.0028277636
2011,423510,-.0093327761
2012,423510,.0059634447
2013,423510,.010901093
2014,423510,-.0072666407
2015,423510,.034166813
2001,423610,-.0020620823
2002,423610,.0026549101
2003,423610,.0087153912
2004,423610,.0048449039
2005,423610,.00035762787
2006,423610,.014735699
2007,423610,.0077990294
2008,423610,-.0070168972
2009,423610,-.0048993826
2010,423610,-.0024180412
2011,423610,.0050456524
2012,423610,.0026581287
2013,423610,.0021829605
2014,423610,.0005736351
2015,423610,-.0039521456
2001,423690,-.0059756041
2002,423690,.013617873
2003,423690,-.0043501854
2004,423690,-.02104485
2005,423690,-.0051336288
2006,423690,.000089764595
2007,423690,-.0043540001
2008,423690,-.0023317337
2009,423690,-.0053952932
2010,423690,.020045877
2011,423690,-.005425334
2012,423690,-.00494802
2013,423690,-.00154984
2014,423690,.0013617277
2015,423690,-.0043332577
2001,423710,.076408148
2002,423710,.02059412
2003,423710,.013329983
2004,423710,-.0093222857
2005,423710,-.0030206442
2006,423710,-.013514876
2007,423710,.0067174435
2008,423710,-.018851757
2009,423710,.000033140182
2010,423710,.004483819
2011,423710,-.034345746
2012,423710,.041483045
2013,423710,.0064473152
2014,423710,-.0069569349
2015,423710,-.011918902
2001,423730,.0069485903
2002,423730,-.00033712387
2003,423730,.0084867477
2004,423730,.01598525
2005,423730,-.0085844994
2006,423730,.0068562031
2007,423730,-.0044659376
2008,423730,.0074980259
2009,423730,-.02660358
2010,423730,-.001319766
2011,423730,.012970805
2012,423730,-.0042169094
2013,423730,.0056601763
2014,423730,.0042107105
2015,423730,.0045332909
2001,423810,.084789276
2002,423810,.028114438
2003,423810,-.0091172457
2004,423810,.0011470318
2005,423810,-.033653378
2006,423810,-.028538346
2007,423810,-.010562539
2008,423810,.0014013052
2009,423810,-.0049535036
2010,423810,-.010982752
2011,423810,.0051169395
2012,423810,.019942284
2013,423810,.011880875
2014,423810,-.015341759
2015,423810,.0030908585
2001,423820,.017839432
2002,423820,-.00050127506
2003,423820,-.0047403574
2004,423820,.010666966
2005,423820,-.01429534
2006,423820,-.00034952164
2007,423820,.0017341375
2008,423820,.020557404
2009,423820,.0089200735
2010,423820,-.04204905
2011,423820,.0021324158
2012,423820,-.0056027174
2013,423820,-.0052386522
2014,423820,.035918474
2015,423820,.037209511
2001,423840,.0037565231
2002,423840,.0013240576
2003,423840,.030668974
2004,423840,-.0071175098
2005,423840,.02072823
2006,423840,.020553827
2007,423840,.0042489767
2008,423840,-.0019752979
2009,423840,.0012261868
2010,423840,.0065551996
2011,423840,.0092874765
